step,position,action,market_return,gross_pnl,cost,net_pnl,cumul_net_pnl
407,-19.710243,SHORT,0.003539,-0.069752,2e-05,-0.069772,2.715953
408,-19.776369,SHORT,-0.006017,0.118992,3.3e-05,0.118959,2.834911
409,-19.517475,SHORT,0.002612,-0.050975,0.000129,-0.051104,2.783807
410,-19.74535,SHORT,0.007264,-0.143421,0.000114,-0.143535,2.640272
411,-19.803211,SHORT,-0.003259,0.064534,2.9e-05,0.064505,2.704776
412,-19.787813,SHORT,-0.003069,0.060727,8e-06,0.06072,2.765496
413,-19.782894,SHORT,-0.006032,0.119326,2e-06,0.119324,2.884819
414,-19.671724,SHORT,-0.001278,0.025141,5.6e-05,0.025086,2.909905
415,-19.658463,SHORT,-0.007567,0.148757,7e-06,0.148751,3.058656
416,-18.883713,SHORT,0.001152,-0.021759,0.000387,-0.022146,3.036509
417,7.013696,LONG,-0.000474,-0.003327,0.012949,-0.016275,3.020234
418,19.377325,LONG,-0.000475,-0.009195,0.006182,-0.015377,3.004857
419,19.612581,LONG,-0.002852,-0.055933,0.000118,-0.056051,2.948806
420,19.687134,LONG,-0.001021,-0.020091,3.7e-05,-0.020128,2.928678
421,0.12907,LONG,-0.006351,-0.00082,0.009779,-0.010599,2.918079
422,-0.0,FLAT,-0.001302,0.0,6.5e-05,-6.5e-05,2.918015
423,6.311606,LONG,0.007449,0.047013,0.003156,0.043857,2.961872
424,-19.752243,SHORT,-0.002045,0.040385,0.013032,0.027353,2.989225
425,-19.627983,SHORT,-0.002527,0.049608,6.2e-05,0.049546,3.038771
426,-19.733803,SHORT,0.001504,-0.029671,5.3e-05,-0.029724,3.009047
427,-19.763859,SHORT,-0.004586,0.090638,1.5e-05,0.090623,3.099671
428,-19.646681,SHORT,0.006292,-0.123615,5.9e-05,-0.123674,2.975997
429,19.906216,LONG,0.009364,0.186407,0.019776,0.16663,3.142627
430,19.916466,LONG,0.003304,0.065804,5e-06,0.065799,3.208426
431,19.909418,LONG,0.005773,0.114929,4e-06,0.114926,3.323352
432,19.75728,LONG,-0.000803,-0.015875,7.6e-05,-0.015951,3.307401
433,-19.786835,SHORT,-0.003086,0.061062,0.019772,0.04129,3.348692
434,-19.791349,SHORT,-0.000739,0.014633,2e-06,0.014631,3.363322
435,-19.802044,SHORT,0.000941,-0.018632,5e-06,-0.018638,3.344685
436,-19.791763,SHORT,-0.000874,0.017292,5e-06,0.017287,3.361972
437,19.285723,LONG,-0.000874,-0.016864,0.019539,-0.036403,3.325568
438,19.856337,LONG,-0.00743,-0.147532,0.000285,-0.147817,3.177751
439,19.916868,LONG,0.001693,0.033729,3e-05,0.033699,3.21145
440,19.916395,LONG,0.003985,0.079372,0.0,0.079372,3.290822
441,19.911011,LONG,-0.004121,-0.082046,3e-06,-0.082049,3.208773
442,19.905277,LONG,0.000474,0.00943,3e-06,0.009427,3.2182
443,19.907904,LONG,-0.003185,-0.063407,1e-06,-0.063409,3.154791
444,19.913502,LONG,-0.002242,-0.044654,3e-06,-0.044656,3.110135
445,-19.803152,SHORT,-0.004158,0.082347,0.019858,0.062489,3.172624
446,-17.440273,SHORT,0.00443,-0.077267,0.001181,-0.078448,3.094175
447,-19.656422,SHORT,0.004817,-0.094685,0.001108,-0.095793,2.998382
448,-19.762222,SHORT,0.002366,-0.046759,5.3e-05,-0.046812,2.951571
449,-19.787277,SHORT,-0.004127,0.081669,1.3e-05,0.081656,3.033227
450,-19.764339,SHORT,6.8e-05,-0.00134,1.1e-05,-0.001351,3.031876
451,-19.762327,SHORT,-0.006189,0.122301,1e-06,0.1223,3.154176
452,-19.468729,SHORT,0.009032,-0.175842,0.000147,-0.175989,2.978187
453,19.920549,LONG,0.001756,0.034984,0.019695,0.015289,2.993476
454,19.909529,LONG,0.00209,0.041608,6e-06,0.041603,3.035079
455,19.918636,LONG,-0.003035,-0.060455,5e-06,-0.06046,2.974619
456,19.90801,LONG,-0.000338,-0.006725,5e-06,-0.00673,2.967889
457,-19.758558,SHORT,-0.003384,0.066869,0.019833,0.047036,3.014925
458,-19.819118,SHORT,0.000203,-0.004031,3e-05,-0.004061,3.010864
459,-19.807959,SHORT,0.003586,-0.071037,6e-06,-0.071043,2.939821
460,-19.808086,SHORT,-0.003383,0.06701,0.0,0.06701,3.006831
461,-9.244102,SHORT,-0.000339,0.003133,0.005282,-0.002149,3.004682
462,-7.99284,SHORT,0.001693,-0.013536,0.000626,-0.014161,2.990521
463,-18.793049,SHORT,0.000541,-0.010173,0.0054,-0.015573,2.974948
464,-18.052959,SHORT,0.004185,-0.075556,0.00037,-0.075926,2.899022
465,18.580391,LONG,-0.001146,-0.02129,0.018317,-0.039607,2.859415
