step,position,action,position_change,pred_return,pred_15m,pred_1h,pred_4h,pred_1d,market_return,gross_pnl,cost,net_pnl,cumul_net_pnl,correct_direction
4253,-0.114852,SHORT,0.07608,-0.006529,0.005657,-0.007612,0.000625,-0.033336,0.002739,-0.000315,3.8e-05,-0.000353,-0.012907,0
4254,-0.050684,SHORT,0.064167,-0.007701,0.006567,-0.007914,0.000401,-0.033336,-0.000249,1.3e-05,3.2e-05,-1.9e-05,-0.012926,1
4255,0.04059,FLAT,0.091274,-0.002496,0.006438,-0.007669,0.000401,-0.033336,-0.000124,-5e-06,4.6e-05,-5.1e-05,-0.012977,0
4256,0.046979,FLAT,0.006389,-0.00733,0.006899,-0.007498,0.000342,-0.033336,-0.00112,-5.3e-05,3e-06,-5.6e-05,-0.013033,0
4257,0.041232,FLAT,0.005747,-0.01198,0.007511,-0.007398,0.000342,-0.033336,0.000249,1e-05,3e-06,7e-06,-0.013025,1
4258,0.032691,FLAT,0.008541,-0.005782,0.005373,-0.006142,-0.005713,-0.033336,0.00199,6.5e-05,4e-06,6.1e-05,-0.012965,1
4259,0.039989,FLAT,0.007299,-0.015194,0.007584,-0.006132,-0.004457,-0.033336,-0.001119,-4.5e-05,4e-06,-4.8e-05,-0.013013,0
4260,0.058746,LONG,0.018757,-0.007508,0.006429,-0.006039,-0.00407,-0.033336,0.001616,9.5e-05,9e-06,8.6e-05,-0.012927,1
4261,0.054682,LONG,0.004065,-0.00772,0.005894,-0.006064,-0.003653,-0.033336,-0.002487,-0.000136,2e-06,-0.000138,-0.013065,0
4262,0.071913,LONG,0.017232,-0.01085,0.007324,-0.006014,-0.003406,-0.033336,-0.002993,-0.000215,9e-06,-0.000224,-0.013289,0
4263,0.045641,FLAT,0.026273,0.002204,0.006155,-0.00636,-0.003154,-0.033336,0.001248,5.7e-05,1.3e-05,4.4e-05,-0.013245,1
4264,0.033961,FLAT,0.01168,-0.01117,0.004667,-0.006735,-0.003156,-0.033336,-0.000499,-1.7e-05,6e-06,-2.3e-05,-0.013268,0
4265,0.044156,FLAT,0.010195,-0.005329,0.004344,-0.0068,-0.003156,-0.033336,0.000374,1.7e-05,5e-06,1.1e-05,-0.013257,1
4266,0.038059,FLAT,0.006098,-0.007121,0.005192,-0.009703,-0.003378,-0.033336,0.000873,3.3e-05,3e-06,3e-05,-0.013227,1
4267,0.014656,FLAT,0.023402,-0.007712,0.006967,-0.009672,-0.003378,-0.033336,-0.000873,-1.3e-05,1.2e-05,-2.4e-05,-0.013251,0
4268,0.034881,FLAT,0.020225,-0.010801,0.007619,-0.009772,-0.003417,-0.033336,-0.000998,-3.5e-05,1e-05,-4.5e-05,-0.013296,0
4269,0.027999,FLAT,0.006883,-0.00751,0.005856,-0.009784,-0.003417,-0.033336,-0.001875,-5.2e-05,3e-06,-5.6e-05,-0.013352,0
4270,-0.008827,FLAT,0.036826,0.003887,0.005524,-0.009536,-0.003195,-0.033336,0.001625,-1.4e-05,1.8e-05,-3.3e-05,-0.013385,0
4271,-0.070142,SHORT,0.061315,-0.002551,0.004269,-0.009884,-0.003195,-0.033336,0.000375,-2.6e-05,3.1e-05,-5.7e-05,-0.013442,0
4272,-0.024081,FLAT,0.046061,-0.011916,0.006862,-0.010059,-0.003363,-0.033336,0.000749,-1.8e-05,2.3e-05,-4.1e-05,-0.013483,0
4273,-0.030687,FLAT,0.006606,-0.014125,0.007233,-0.010102,-0.003363,-0.033336,0.001496,-4.6e-05,3e-06,-4.9e-05,-0.013532,0
4274,-0.025891,FLAT,0.004796,-0.009616,0.006546,-0.008835,-0.001498,-0.033336,-0.001246,3.2e-05,2e-06,3e-05,-0.013502,1
4275,0.003546,FLAT,0.029437,-0.012288,0.007113,-0.008558,-0.001251,-0.033336,0.000499,2e-06,1.5e-05,-1.3e-05,-0.013515,1
4276,0.00766,FLAT,0.004114,-0.011534,0.007246,-0.008533,-0.000873,-0.033336,-0.000873,-7e-06,2e-06,-9e-06,-0.013524,0
4277,0.016041,FLAT,0.008381,-0.00682,0.007375,-0.008484,-0.000815,-0.033336,0.002119,3.4e-05,4e-06,3e-05,-0.013494,1
4278,-0.01546,FLAT,0.031502,0.01384,0.007045,-0.010309,-0.0009,-0.033336,-0.000498,8e-06,1.6e-05,-8e-06,-0.013502,1
4279,0.002121,FLAT,0.017581,-0.008569,0.005664,-0.010413,-0.000884,-0.033336,0.00224,5e-06,9e-06,-4e-06,-0.013506,1
4280,-0.003385,FLAT,0.005506,-0.001629,0.007635,-0.010471,-0.000645,-0.033336,-0.001368,5e-06,3e-06,2e-06,-0.013504,1
4281,-0.00254,FLAT,0.000845,-0.013413,0.008496,-0.010484,-0.000645,-0.033336,-0.00137,3e-06,0.0,3e-06,-0.013501,1
4282,-0.020194,FLAT,0.017653,-0.017597,0.00799,-0.010862,-0.000423,-0.033336,0.000374,-8e-06,9e-06,-1.6e-05,-0.013518,0
4283,-0.0152,FLAT,0.004994,-0.010647,0.005498,-0.011006,-0.000423,-0.033336,-0.00212,3.2e-05,2e-06,3e-05,-0.013488,1
4284,0.00599,FLAT,0.021189,-0.003567,0.004548,-0.010753,-0.000508,-0.033336,0.000125,1e-06,1.1e-05,-1e-05,-0.013498,1
4285,-0.055719,SHORT,0.061708,0.012774,0.005129,-0.010753,-0.000508,-0.033336,0.001248,-7e-05,3.1e-05,-0.0001,-0.013598,0
4286,-0.070308,SHORT,0.01459,-0.011946,0.005044,-0.009031,-0.000266,-0.033336,0.000748,-5.3e-05,7e-06,-6e-05,-0.013658,0
4287,-0.047192,FLAT,0.023116,-0.007841,0.004382,-0.008737,-0.000266,-0.033336,-0.000748,3.5e-05,1.2e-05,2.4e-05,-0.013634,1
4288,-0.083351,SHORT,0.036159,0.004362,0.005568,-0.008667,-9.6e-05,-0.033336,0.001744,-0.000145,1.8e-05,-0.000163,-0.013798,0
4289,-0.110355,SHORT,0.027005,-0.005824,0.006596,-0.008635,-9.6e-05,-0.033336,-0.002991,0.00033,1.4e-05,0.000317,-0.013481,1
4290,-0.09945,SHORT,0.010905,-0.007137,0.006891,-0.007726,-0.000165,-0.005595,0.001123,-0.000112,5e-06,-0.000117,-0.013598,0
4291,-0.109504,SHORT,0.010054,-0.015613,0.007358,-0.007873,-0.000382,-0.006298,0.000374,-4.1e-05,5e-06,-4.6e-05,-0.013644,0
4292,-0.091122,SHORT,0.018382,-0.006197,0.005936,-0.008098,-0.000345,-0.006948,-0.000499,4.5e-05,9e-06,3.6e-05,-0.013608,1
4293,-0.080972,SHORT,0.010149,-0.001225,0.002725,-0.00812,-0.000427,-0.007478,-0.001373,0.000111,5e-06,0.000106,-0.013502,1
4294,-0.099659,SHORT,0.018687,0.006685,0.005061,-0.008835,-0.000381,-0.007473,-0.000875,8.7e-05,9e-06,7.8e-05,-0.013424,1
4295,-0.098917,SHORT,0.000742,-0.00488,0.003547,-0.009123,-0.000452,-0.007812,0.000375,-3.7e-05,0.0,-3.7e-05,-0.013461,0
4296,-0.091621,SHORT,0.007296,-0.006975,0.007092,-0.009273,-0.000493,-0.008095,0.000749,-6.9e-05,4e-06,-7.2e-05,-0.013534,0
4297,-0.097044,SHORT,0.005423,-0.008262,0.00743,-0.009331,-0.000493,-0.008095,0.0,-0.0,3e-06,-3e-06,-0.013536,1
4298,-0.110334,SHORT,0.01329,-0.001731,0.006245,-0.012003,-0.0004,-0.007712,0.000374,-4.1e-05,7e-06,-4.8e-05,-0.013584,0
4299,-0.116176,SHORT,0.005842,-0.000843,0.004841,-0.012161,-0.0004,-0.007712,-0.000499,5.8e-05,3e-06,5.5e-05,-0.013529,1
4300,-0.120913,SHORT,0.004736,0.004769,0.00521,-0.012255,-0.000313,-0.007712,0.000499,-6e-05,2e-06,-6.3e-05,-0.013592,0
4301,-0.126224,SHORT,0.005311,-0.000638,0.006294,-0.012334,-0.000313,-0.007712,0.000998,-0.000126,3e-06,-0.000129,-0.013721,0
4302,-0.136471,SHORT,0.010247,-0.018763,0.00703,-0.008724,-0.000195,-0.007407,-0.000748,0.000102,5e-06,9.7e-05,-0.013624,1
4303,-0.08759,SHORT,0.04888,-0.006931,0.006292,-0.008445,-0.000195,-0.007407,0.000624,-5.5e-05,2.4e-05,-7.9e-05,-0.013703,0
4304,-0.080475,SHORT,0.007115,-0.010765,0.00596,-0.008528,-0.000138,-0.007407,-0.000873,7e-05,4e-06,6.7e-05,-0.013636,1
4305,-0.080378,SHORT,9.7e-05,-0.000236,0.005674,-0.008486,-0.000138,-0.007407,0.0,-0.0,0.0,-0.0,-0.013636,1
4306,-0.073242,SHORT,0.007136,-0.006607,0.005545,-0.010164,0.002947,-0.007168,0.000749,-5.5e-05,4e-06,-5.8e-05,-0.013694,0
4307,-0.078535,SHORT,0.005293,-0.005298,0.007245,-0.010168,0.003159,-0.007168,0.000748,-5.9e-05,3e-06,-6.1e-05,-0.013756,0
4308,-0.052767,SHORT,0.025768,-0.008699,0.006472,-0.010023,0.003314,-0.007168,-0.000499,2.6e-05,1.3e-05,1.3e-05,-0.013742,1
4309,-0.038778,FLAT,0.013989,-0.006384,0.006023,-0.010035,0.003362,-0.007168,-0.000748,2.9e-05,7e-06,2.2e-05,-0.01372,1
4310,-0.04076,FLAT,0.001981,0.000982,0.006113,-0.011184,0.003456,-0.006983,-0.000499,2e-05,1e-06,1.9e-05,-0.013701,1
4311,-0.032379,FLAT,0.008381,-0.006508,0.005832,-0.011666,0.003509,-0.006983,0.0,-0.0,4e-06,-4e-06,-0.013705,1
4312,-0.038317,FLAT,0.005938,-0.007886,0.005895,-0.011995,0.004258,-0.006983,0.000499,-1.9e-05,3e-06,-2.2e-05,-0.013727,0
4313,-0.05229,SHORT,0.013972,-0.00472,0.004214,-0.012105,0.004258,-0.006983,0.000998,-5.2e-05,7e-06,-5.9e-05,-0.013786,0
4314,-0.055079,SHORT,0.002789,-0.00881,0.006867,-0.009751,0.004307,-0.006838,0.000498,-2.7e-05,1e-06,-2.9e-05,-0.013815,0
4315,-0.053101,SHORT,0.001977,-0.017469,0.006361,-0.009246,0.004307,-0.006838,0.000249,-1.3e-05,1e-06,-1.4e-05,-0.01383,0
4316,-0.029015,FLAT,0.024086,-0.012832,0.005541,-0.008839,0.004335,-0.006838,0.001618,-4.7e-05,1.2e-05,-5.9e-05,-0.013889,0
4317,-0.052302,SHORT,0.023286,-0.002616,0.006563,-0.008689,0.004335,-0.006838,-0.001369,7.2e-05,1.2e-05,6e-05,-0.013829,1
4318,-0.022913,FLAT,0.029388,-0.009759,0.007071,-0.007259,0.004483,-0.006722,-0.001371,3.1e-05,1.5e-05,1.7e-05,-0.013812,1
4319,-0.021687,FLAT,0.001226,-0.004928,0.006518,-0.00765,0.004483,-0.006722,0.000125,-3e-06,1e-06,-3e-06,-0.013815,0
4320,-0.039757,FLAT,0.01807,-0.009755,0.005546,-0.007739,0.004515,-0.006722,0.000748,-3e-05,9e-06,-3.9e-05,-0.013854,0
4321,-0.044608,FLAT,0.004852,-0.002494,0.005269,-0.007813,0.004515,-0.006722,-0.000374,1.7e-05,2e-06,1.4e-05,-0.01384,1
4322,-0.035149,FLAT,0.00946,-0.00265,0.006904,-0.011459,-0.00026,-0.006629,0.000125,-4e-06,5e-06,-9e-06,-0.013849,0
4323,-0.047193,FLAT,0.012044,-0.001096,0.004642,-0.012226,-0.000542,-0.006629,-0.001871,8.8e-05,6e-06,8.2e-05,-0.013767,1
4324,-0.057354,SHORT,0.010161,0.006591,0.006374,-0.012675,-0.000673,-0.006629,-0.002125,0.000122,5e-06,0.000117,-0.01365,1
4325,-0.096426,SHORT,0.039072,0.006772,0.003987,-0.012829,-0.000695,-0.006629,0.000875,-8.4e-05,2e-05,-0.000104,-0.013754,0
4326,-0.120978,SHORT,0.024553,-0.000385,0.004078,-0.014409,-0.000672,-0.006552,-0.00075,9.1e-05,1.2e-05,7.8e-05,-0.013675,1
4327,-0.145687,SHORT,0.024708,0.003582,0.002993,-0.014297,-0.00068,-0.006552,0.0,-0.0,1.2e-05,-1.2e-05,-0.013688,1
4328,-0.105473,SHORT,0.040214,-0.002846,0.007002,-0.014096,-0.001425,-0.006552,0.0005,-5.3e-05,2e-05,-7.3e-05,-0.01376,0
4329,-0.121878,SHORT,0.016405,0.002838,0.004254,-0.014083,-0.001425,-0.006552,0.00025,-3e-05,8e-06,-3.9e-05,-0.013799,0
4330,-0.141709,SHORT,0.019831,-0.000543,0.005156,-0.011857,-0.001477,-0.006486,0.001374,-0.000195,1e-05,-0.000205,-0.014004,0
4331,-0.161455,SHORT,0.019746,-0.003083,0.006515,-0.011435,-0.001477,-0.006486,0.000624,-0.000101,1e-05,-0.000111,-0.014114,0
4332,-0.159768,SHORT,0.001686,0.027508,0.005567,-0.011211,-0.00146,-0.006486,0.000374,-6e-05,1e-06,-6.1e-05,-0.014175,0
4333,-0.187445,SHORT,0.027677,0.006352,0.004467,-0.011057,-0.00146,-0.006486,-0.000624,0.000117,1.4e-05,0.000103,-0.014072,1
4334,-0.127781,SHORT,0.059665,-0.001216,0.006492,-0.010025,-0.001864,-0.006427,0.000125,-1.6e-05,3e-05,-4.6e-05,-0.014118,0
4335,-0.126393,SHORT,0.001388,0.011926,0.00609,-0.010161,-0.001864,-0.006427,0.000624,-7.9e-05,1e-06,-8e-05,-0.014197,0
4336,-0.094649,SHORT,0.031744,-0.005039,0.004367,-0.010082,-0.001906,-0.006427,-0.000748,7.1e-05,1.6e-05,5.5e-05,-0.014142,1
4337,-0.067002,SHORT,0.027648,-0.002222,0.003711,-0.01011,-0.001906,-0.006427,0.00025,-1.7e-05,1.4e-05,-3.1e-05,-0.014173,0
4338,-0.082869,SHORT,0.015867,-0.005585,0.006003,-0.011569,-0.008931,-0.006374,0.0,-0.0,8e-06,-8e-06,-0.014181,1
4339,-0.069409,SHORT,0.013459,0.005433,0.004791,-0.01148,-0.008394,-0.006374,-0.002248,0.000156,7e-06,0.000149,-0.014031,1
4340,-0.062943,SHORT,0.006466,0.004827,0.005639,-0.011675,-0.008253,-0.006374,0.000875,-5.5e-05,3e-06,-5.8e-05,-0.01409,0
4341,-0.08468,SHORT,0.021737,0.005575,0.002714,-0.011631,-0.008024,-0.006374,0.00025,-2.1e-05,1.1e-05,-3.2e-05,-0.014122,0
4342,-0.070105,SHORT,0.014575,-0.002174,0.003655,-0.01243,-0.007898,-0.006327,0.000125,-9e-06,7e-06,-1.6e-05,-0.014138,0
4343,-0.081132,SHORT,0.011027,0.002851,0.005072,-0.012767,-0.007737,-0.006327,0.000125,-1e-05,6e-06,-1.6e-05,-0.014153,0
4344,-0.134288,SHORT,0.053156,0.016643,0.004948,-0.012926,-0.00876,-0.006327,-0.001374,0.000185,2.7e-05,0.000158,-0.013995,1
4345,-0.144479,SHORT,0.010191,0.00781,0.005182,-0.013014,-0.00876,-0.006327,0.000375,-5.4e-05,5e-06,-5.9e-05,-0.014055,0
4346,-0.144336,SHORT,0.000143,-0.009223,0.004891,-0.012847,-0.00886,-0.006327,-0.00075,0.000108,0.0,0.000108,-0.013946,1
4347,-0.113008,SHORT,0.031328,-0.004622,0.005354,-0.012352,-0.00886,-0.006327,-0.003006,0.00034,1.6e-05,0.000324,-0.013622,1
4348,-0.170582,SHORT,0.057574,-0.000743,0.004665,-0.011922,-0.008897,-0.006327,0.007624,-0.0013,2.9e-05,-0.001329,-0.014952,0
4349,-0.172219,SHORT,0.001637,0.014528,0.005388,-0.011602,-0.008897,-0.006327,0.010034,-0.001728,1e-06,-0.001729,-0.016681,0
4350,-0.150872,SHORT,0.021347,0.007098,0.005595,-0.015558,-0.009605,-0.006327,-0.004076,0.000615,1.1e-05,0.000604,-0.016076,1
4351,0.00756,FLAT,0.158432,0.001518,0.005463,-0.014563,-0.009605,-0.006327,0.000619,5e-06,7.9e-05,-7.5e-05,-0.016151,1
4352,-0.011797,FLAT,0.019357,-0.010686,0.007584,-0.013908,-0.00966,-0.006327,0.002471,-2.9e-05,1e-05,-3.9e-05,-0.01619,0
4353,0.021778,FLAT,0.033576,0.002391,0.006977,-0.013486,-0.00966,-0.006327,-0.0021,-4.6e-05,1.7e-05,-6.3e-05,-0.016252,0
4354,0.064706,LONG,0.042928,0.000997,0.008042,-0.013987,-0.012068,-0.006327,0.003949,0.000256,2.1e-05,0.000234,-0.016018,1
4355,0.01991,FLAT,0.044796,-0.005992,0.007305,-0.013952,-0.012235,-0.006327,-0.000616,-1.2e-05,2.2e-05,-3.5e-05,-0.016053,0
4356,0.058177,LONG,0.038268,-0.006574,0.006215,-0.013934,-0.012707,-0.006327,-0.005437,-0.000316,1.9e-05,-0.000335,-0.016388,0
4357,0.04899,FLAT,0.009187,0.004332,0.006441,-0.013945,-0.012593,-0.006327,0.001609,7.9e-05,5e-06,7.4e-05,-0.016314,1
4358,0.04918,FLAT,0.00019,0.004347,0.006263,-0.016647,-0.012478,-0.006327,0.00173,8.5e-05,0.0,8.5e-05,-0.016229,1
4359,0.040816,FLAT,0.008364,-0.009692,0.00665,-0.016228,-0.012327,-0.006327,-0.001854,-7.6e-05,4e-06,-8e-05,-0.016309,0
4360,0.069429,LONG,0.028614,-0.001864,0.007018,-0.01599,-0.01206,-0.006327,0.000618,4.3e-05,1.4e-05,2.9e-05,-0.01628,1
4361,0.050059,LONG,0.019371,-0.012801,0.006058,-0.015912,-0.01206,-0.006327,-0.001732,-8.7e-05,1e-05,-9.6e-05,-0.016377,0
4362,0.020594,FLAT,0.029465,0.002066,0.00749,-0.01249,-0.012435,-0.006327,0.000495,1e-05,1.5e-05,-5e-06,-0.016381,1
4363,0.030643,FLAT,0.010049,-0.002905,0.005356,-0.012551,-0.012435,-0.006327,0.000495,1.5e-05,5e-06,1e-05,-0.016371,1
4364,0.039732,FLAT,0.009089,-0.003489,0.004936,-0.012945,-0.012453,-0.006327,-0.000247,-1e-05,5e-06,-1.4e-05,-0.016385,0
4365,0.02715,FLAT,0.012582,0.000717,0.004534,-0.012891,-0.012453,-0.006327,0.004569,0.000124,6e-06,0.000118,-0.016268,1
4366,0.001096,FLAT,0.026054,0.008545,0.006061,-0.002671,-0.012129,-0.006327,-0.004321,-5e-06,1.3e-05,-1.8e-05,-0.016285,0
4367,0.047395,FLAT,0.046299,-0.007145,0.007475,-0.002941,-0.012129,-0.006327,-0.000619,-2.9e-05,2.3e-05,-5.2e-05,-0.016338,0
4368,0.044731,FLAT,0.002664,-0.003562,0.005893,-0.002683,-0.012392,-0.006327,0.000371,1.7e-05,1e-06,1.5e-05,-0.016323,1
4369,0.042419,FLAT,0.002312,-0.005409,0.006797,-0.002664,-0.012392,-0.006327,-0.000991,-4.2e-05,1e-06,-4.3e-05,-0.016366,0
4370,0.017674,FLAT,0.024745,0.003209,0.006756,-0.009482,-0.005565,-0.006327,0.000248,4e-06,1.2e-05,-8e-06,-0.016374,1
4371,0.009293,FLAT,0.008381,-0.008474,0.003522,-0.009177,-0.004535,-0.006327,0.000248,2e-06,4e-06,-2e-06,-0.016376,1
4372,0.029429,FLAT,0.020136,-0.00777,0.006245,-0.00896,-0.003738,-0.006327,-0.000124,-4e-06,1e-05,-1.4e-05,-0.016389,0
4373,0.030592,FLAT,0.001163,-0.006692,0.004491,-0.00892,-0.003351,-0.006327,0.000124,4e-06,1e-06,3e-06,-0.016386,1
4374,-0.009834,FLAT,0.040426,-0.009412,0.006484,-0.003246,-0.003215,-0.006327,0.001856,-1.8e-05,2e-05,-3.8e-05,-0.016425,0
4375,0.003116,FLAT,0.01295,-0.008146,0.00747,-0.003097,-0.002946,-0.006327,-0.000742,-2e-06,6e-06,-9e-06,-0.016433,0
4376,0.017821,FLAT,0.014705,-0.013604,0.004185,-0.003453,-0.001754,-0.006327,0.000371,7e-06,7e-06,-1e-06,-0.016434,1
4377,0.007581,FLAT,0.010241,-0.014104,0.006494,-0.003399,-0.001754,-0.006327,0.0,0.0,5e-06,-5e-06,-0.016439,0
4378,-0.024704,FLAT,0.032285,-0.010981,0.006381,-0.00774,-0.001604,-0.006327,0.000247,-6e-06,1.6e-05,-2.2e-05,-0.016461,0
4379,-0.021277,FLAT,0.003427,-0.014032,0.005137,-0.007774,-0.001604,-0.006327,0.001359,-2.9e-05,2e-06,-3.1e-05,-0.016492,0
4380,-0.007981,FLAT,0.013296,-0.013434,0.005944,-0.007476,-0.001713,-0.006327,-0.000617,5e-06,7e-06,-2e-06,-0.016494,1
4381,0.015671,FLAT,0.023653,-0.010131,0.006252,-0.007488,-0.001713,-0.006327,-0.002473,-3.9e-05,1.2e-05,-5.1e-05,-0.016544,0
4382,0.012385,FLAT,0.003287,-0.005112,0.008532,-0.008981,-0.000947,-0.006327,-0.000867,-1.1e-05,2e-06,-1.2e-05,-0.016557,0
4383,0.003747,FLAT,0.008638,-0.006365,0.005736,-0.009518,-0.000947,-0.006327,0.000619,2e-06,4e-06,-2e-06,-0.016559,1
4384,-0.00691,FLAT,0.010657,-0.007907,0.004773,-0.010039,-0.000846,-0.006327,0.000619,-4e-06,5e-06,-1e-05,-0.016568,0
4385,-0.017443,FLAT,0.010533,0.000123,0.004664,-0.010162,-0.000846,-0.006327,-0.001486,2.6e-05,5e-06,2.1e-05,-0.016548,1
4386,-0.002802,FLAT,0.014641,-0.007493,0.007745,-0.008184,-0.004249,-0.015868,0.000743,-2e-06,7e-06,-9e-06,-0.016557,0
4387,-0.027971,FLAT,0.025169,0.001917,0.005294,-0.008411,-0.004528,-0.015951,0.000248,-7e-06,1.3e-05,-2e-05,-0.016577,0
4388,-0.024086,FLAT,0.003885,-0.006179,0.005155,-0.008696,-0.004141,-0.016054,-0.001239,3e-05,2e-06,2.8e-05,-0.016549,1
4389,-0.017237,FLAT,0.00685,0.008574,0.007255,-0.008721,-0.004186,-0.016152,0.000248,-4e-06,3e-06,-8e-06,-0.016556,0
4390,-0.026259,FLAT,0.009022,0.003359,0.006019,-0.013864,-0.004138,-0.017167,-0.00062,1.6e-05,5e-06,1.2e-05,-0.016545,1
4391,-0.021001,FLAT,0.005258,-0.004431,0.007126,-0.014211,-0.004161,-0.017192,-0.000993,2.1e-05,3e-06,1.8e-05,-0.016526,1
4392,-0.016572,FLAT,0.004429,-0.00337,0.005919,-0.014109,-0.004381,-0.017096,-0.000994,1.6e-05,2e-06,1.4e-05,-0.016512,1
4393,-0.057151,SHORT,0.040579,-0.000562,0.004335,-0.01422,-0.004381,-0.017096,-0.001119,6.4e-05,2e-05,4.4e-05,-0.016469,1
4394,-0.057817,SHORT,0.000666,0.004199,0.004634,-0.011887,-0.004061,-0.017514,0.000249,-1.4e-05,0.0,-1.5e-05,-0.016483,0
4395,-0.095261,SHORT,0.037445,-0.004544,0.006311,-0.012254,-0.004061,-0.017514,0.001367,-0.00013,1.9e-05,-0.000149,-0.016632,0
4396,-0.128231,SHORT,0.032969,-0.002557,0.005931,-0.012491,-0.004009,-0.017514,0.000497,-6.4e-05,1.6e-05,-8e-05,-0.016712,0
4397,-0.116805,SHORT,0.011425,-0.009695,0.007852,-0.012532,-0.004009,-0.017514,0.000248,-2.9e-05,6e-06,-3.5e-05,-0.016747,0
4398,-0.115802,SHORT,0.001003,-0.008937,0.006215,-0.014098,-0.00405,-0.017713,-0.000994,0.000115,1e-06,0.000115,-0.016633,1
4399,-0.104417,SHORT,0.011385,-0.001177,0.005117,-0.013697,-0.00405,-0.017713,0.000124,-1.3e-05,6e-06,-1.9e-05,-0.016651,0
4400,-0.095766,SHORT,0.00865,0.00859,0.005756,-0.013512,-0.003846,-0.017713,0.000248,-2.4e-05,4e-06,-2.8e-05,-0.016679,0
4401,-0.086607,SHORT,0.00916,-0.00338,0.004936,-0.013388,-0.003846,-0.017713,-0.001243,0.000108,5e-06,0.000103,-0.016576,1
4402,-0.07914,SHORT,0.007467,0.00544,0.005715,-0.015083,-0.011049,-0.017799,0.000746,-5.9e-05,4e-06,-6.3e-05,-0.016639,0
4403,-0.093194,SHORT,0.014054,0.009965,0.004616,-0.015654,-0.012546,-0.017799,-0.000622,5.8e-05,7e-06,5.1e-05,-0.016588,1
4404,-0.055937,SHORT,0.037256,0.002564,0.006023,-0.015982,-0.01326,-0.017799,-0.001867,0.000104,1.9e-05,8.6e-05,-0.016502,1
4405,-0.112468,SHORT,0.05653,0.014878,0.006165,-0.016083,-0.013621,-0.017799,0.000249,-2.8e-05,2.8e-05,-5.6e-05,-0.016559,0
4406,-0.112835,SHORT,0.000367,0.000511,0.004811,-0.013691,-0.01375,-0.017818,-0.000748,8.4e-05,0.0,8.4e-05,-0.016475,1
4407,-0.098922,SHORT,0.013913,0.007396,0.00423,-0.013587,-0.013882,-0.017818,0.000872,-8.6e-05,7e-06,-9.3e-05,-0.016568,0
4408,-0.111215,SHORT,0.012294,0.001419,0.003784,-0.013315,-0.014601,-0.017818,-0.000747,8.3e-05,6e-06,7.7e-05,-0.016491,1
4409,-0.120593,SHORT,0.009378,0.007484,0.008427,-0.013262,-0.014601,-0.017818,-0.008636,0.001041,5e-06,0.001037,-0.015454,1
4410,-0.173123,SHORT,0.05253,-0.012893,0.001582,-0.012117,-0.0146,-0.017797,0.001256,-0.000217,2.6e-05,-0.000244,-0.015698,0
4411,-0.160762,SHORT,0.012361,-0.010392,0.003791,-0.012347,-0.0146,-0.017797,0.000251,-4e-05,6e-06,-4.7e-05,-0.015744,0
4412,-0.15294,SHORT,0.007822,0.002309,0.006266,-0.012334,-0.014568,-0.017797,-0.001507,0.000231,4e-06,0.000227,-0.015518,1
4413,-0.164423,SHORT,0.011483,-0.010811,0.002723,-0.01239,-0.014568,-0.017797,0.002636,-0.000433,6e-06,-0.000439,-0.015957,0
4414,-0.254517,SHORT,0.090094,-0.025648,0.00406,-0.012933,-0.014911,-0.017753,-0.001129,0.000287,4.5e-05,0.000242,-0.015715,1
4415,-0.215352,SHORT,0.039165,-0.00578,0.004731,-0.012993,-0.014911,-0.017753,-0.00201,0.000433,2e-05,0.000413,-0.015301,1
4416,-0.236199,SHORT,0.020847,-0.031376,0.002299,-0.012759,-0.014909,-0.017753,0.000503,-0.000119,1e-05,-0.000129,-0.01543,0
4417,-0.215523,SHORT,0.020676,-0.021451,0.005452,-0.012713,-0.014909,-0.017753,0.000126,-2.7e-05,1e-05,-3.7e-05,-0.015468,0
4418,-0.207925,SHORT,0.007598,0.002437,0.004282,-0.012069,-0.007933,-0.017695,0.000251,-5.2e-05,4e-06,-5.6e-05,-0.015524,0
4419,-0.227863,SHORT,0.019939,-0.015047,0.004292,-0.012038,-0.006201,-0.017695,0.000251,-5.7e-05,1e-05,-6.7e-05,-0.015591,0
4420,-0.209283,SHORT,0.01858,-0.012032,0.005727,-0.01216,-0.005565,-0.017695,-0.000503,0.000105,9e-06,9.6e-05,-0.015495,1
4421,-0.181801,SHORT,0.027482,0.005752,0.004202,-0.012167,-0.00509,-0.017695,0.001005,-0.000183,1.4e-05,-0.000196,-0.015692,0
4422,-0.213973,SHORT,0.032172,-0.010946,0.006256,-0.009793,-0.004805,-0.017629,0.001882,-0.000403,1.6e-05,-0.000419,-0.01611,0
4423,-0.217137,SHORT,0.003164,0.001963,0.005155,-0.009509,-0.00459,-0.017629,0.0,-0.0,2e-06,-2e-06,-0.016112,1
4424,-0.158274,SHORT,0.058863,0.003508,0.005326,-0.009467,-0.0034,-0.017629,-0.000125,2e-05,2.9e-05,-1e-05,-0.016122,1
4425,-0.127989,SHORT,0.030285,-0.003278,0.00466,-0.009369,-0.0034,-0.017629,0.000125,-1.6e-05,1.5e-05,-3.1e-05,-0.016153,0
4426,-0.136063,SHORT,0.008074,-0.008545,0.006414,-0.012651,-0.003542,-0.017559,0.001127,-0.000153,4e-06,-0.000157,-0.01631,0
4427,-0.126168,SHORT,0.009895,-0.008972,0.005664,-0.012685,-0.003542,-0.017559,0.001126,-0.000142,5e-06,-0.000147,-0.016457,0
